,Date,Close,High,Low,Open,Volume,Name
41,2024-02-29,3282.48876953125,3301.8217214195915,3202.5098955127664,3217.196821326551,1352988,Adani Enterprises Ltd.
42,2024-03-01,3315.80908203125,3343.0349343808853,3278.8918741438483,3306.9170663564937,1161067,Adani Enterprises Ltd.
43,2024-03-04,3314.21044921875,3347.0314371497675,3307.1168871542855,3332.044729222231,1061244,Adani Enterprises Ltd.
44,2024-03-05,3307.2666015625,3331.0455598628732,3292.1301243775856,3322.3533181945777,1190416,Adani Enterprises Ltd.
45,2024-03-06,3231.084228515625,3320.0553668020534,3180.3291954895576,3320.0553668020534,1935203,Adani Enterprises Ltd.
46,2024-03-07,3223.69091796875,3259.1094560065267,3217.146673311164,3237.128950785146,856328,Adani Enterprises Ltd.
47,2024-03-11,3204.508056640625,3256.112191875564,3197.164471924457,3238.327915715626,738851,Adani Enterprises Ltd.
48,2024-03-12,3119.73291015625,3219.8440663666415,3108.2431011997096,3204.50781554878,1199487,Adani Enterprises Ltd.
49,2024-03-13,2903.624755859375,3135.2694102237942,2847.624373202,3122.2309250957364,3407040,Adani Enterprises Ltd.
50,2024-03-14,3084.714111328125,3098.4519272284806,2877.447984947251,2924.8558899421664,3759100,Adani Enterprises Ltd.
51,2024-03-15,3129.424560546875,3140.6145876270675,3058.5374769544637,3108.2433943014576,2199094,Adani Enterprises Ltd.
52,2024-03-18,3108.99267578125,3121.231821046236,2973.4129684470386,3047.3974014663636,3042515,Adani Enterprises Ltd.
53,2024-03-19,3049.994873046875,3161.9956358432205,3039.154633873267,3123.2299687640434,1460452,Adani Enterprises Ltd.
54,2024-03-20,3048.745849609375,3080.4677137310273,3018.4228912051317,3072.275029104936,966481,Adani Enterprises Ltd.
55,2024-03-21,3063.78271484375,3104.346835965611,3056.8889266373612,3086.812338576316,1175751,Adani Enterprises Ltd.
56,2024-03-22,3104.946044921875,3126.177214111716,3045.349001683398,3063.8326078016125,951557,Adani Enterprises Ltd.
57,2024-03-26,3107.194091796875,3169.1391509509026,3086.362714226259,3097.7525146300286,937103,Adani Enterprises Ltd.
58,2024-03-27,3119.33349609375,3135.6688614351115,3103.4974437607025,3112.239690081155,900231,Adani Enterprises Ltd.
59,2024-03-28,3194.26708984375,3234.13163616748,3094.005914211197,3131.2229063172326,2327053,Adani Enterprises Ltd.
60,2024-04-01,3249.21826171875,3288.883032932269,3205.007473685296,3227.3375219645736,1292646,Adani Enterprises Ltd.
61,2024-04-02,3265.853515625,3282.0891162762905,3237.1289913957935,3256.0621507550563,868829,Adani Enterprises Ltd.
62,2024-04-03,3230.584716796875,3257.261008527885,3219.1449116900963,3247.120100246062,1153109,Adani Enterprises Ltd.
63,2024-04-04,3207.954833984375,3270.099667359544,3198.8628002787095,3247.12004855439,1403826,Adani Enterprises Ltd.
64,2024-04-05,3221.942626953125,3231.1344262578054,3176.1331560241233,3208.2548149959525,755607,Adani Enterprises Ltd.
65,2024-04-08,3221.692626953125,3240.625785703053,3194.3667654743704,3238.0779965902975,577440,Adani Enterprises Ltd.
66,2024-04-09,3195.61572265625,3248.1192055386327,3182.177689830989,3237.828283847886,833679,Adani Enterprises Ltd.
67,2024-04-10,3239.127197265625,3251.716129716755,3189.6710602314956,3197.1644143275757,1441138,Adani Enterprises Ltd.
68,2024-04-12,3207.055419921875,3244.6221979045845,3202.459642608894,3207.1554288756633,705173,Adani Enterprises Ltd.
69,2024-04-15,3144.660888671875,3177.481876738802,3100.4501001025696,3147.208677814963,1035378,Adani Enterprises Ltd.
70,2024-04-16,3103.647216796875,3146.409339060643,3097.252985622078,3098.252099488408,1134184,Adani Enterprises Ltd.
71,2024-04-18,3016.624755859375,3142.2133288342825,3005.6345025629753,3122.3808196342407,1703646,Adani Enterprises Ltd.
72,2024-04-19,3024.267578125,3054.3410021685495,2959.8747401577316,2997.3415090204876,1727317,Adani Enterprises Ltd.
73,2024-04-22,3060.635498046875,3074.772861399602,3022.319384478894,3050.294572169938,993929,Adani Enterprises Ltd.
74,2024-04-23,3062.384033203125,3088.260984973695,3040.4035279719956,3056.289341001143,1654272,Adani Enterprises Ltd.
75,2024-04-24,3040.85302734375,3085.1138199804104,3037.3061243676093,3069.2277633043136,605917,Adani Enterprises Ltd.
76,2024-04-25,3112.489501953125,3118.1343977823462,3022.96880110117,3047.2973215494844,1515529,Adani Enterprises Ltd.
77,2024-04-26,3077.67041015625,3127.1265490123837,3063.33327181213,3117.1354098495285,662764,Adani Enterprises Ltd.
78,2024-04-29,3078.4697265625,3107.7438128709464,3048.7960922603097,3107.244255916619,648544,Adani Enterprises Ltd.
79,2024-04-30,3051.9931640625,3105.695535879878,3042.301808072873,3091.2583888924364,804552,Adani Enterprises Ltd.
80,2024-05-02,3036.906494140625,3117.0853789691605,3012.378200838131,3069.227680174884,2219085,Adani Enterprises Ltd.
81,2024-05-03,2990.597412109375,3042.3015517825265,2972.463594025601,3027.3148446308883,1472168,Adani Enterprises Ltd.
82,2024-05-06,2872.1025390625,2997.5413320524503,2847.47448016343,2990.597539561118,2377944,Adani Enterprises Ltd.
83,2024-05-07,2833.43701171875,2902.7756626305104,2819.499421619275,2887.3891622387505,1262311,Adani Enterprises Ltd.
84,2024-05-08,2858.015380859375,2888.338342063994,2817.501262502013,2847.4746801882047,951411,Adani Enterprises Ltd.
85,2024-05-09,2764.1982421875,2881.0945629189237,2753.5577772290953,2862.2614131556516,1485510,Adani Enterprises Ltd.
86,2024-05-10,2794.771240234375,2806.5108280698396,2758.003801462701,2792.4732295753424,2354794,Adani Enterprises Ltd.
87,2024-05-13,2877.04833984375,2887.4390263133664,2788.027198244792,2800.516121368985,3784373,Adani Enterprises Ltd.
88,2024-05-14,3034.8583984375,3043.3008618926274,2872.0028368851367,2892.384662356332,5725807,Adani Enterprises Ltd.
89,2024-05-15,3047.047607421875,3116.086475275337,3034.9084711428577,3044.05026573083,1688836,Adani Enterprises Ltd.
90,2024-05-16,3038.95458984375,3074.2233580623665,2972.3137438345057,3062.2839961607237,1835312,Adani Enterprises Ltd.
91,2024-05-17,3057.7880859375,3088.2610598375472,3012.8279605112016,3038.355369399214,825436,Adani Enterprises Ltd.
92,2024-05-21,3114.7373046875,3172.186348799619,3031.810858403919,3065.1811621097727,3091659,Adani Enterprises Ltd.
93,2024-05-22,3138.166748046875,3142.2132081172263,3070.7765644350698,3127.1764951726973,3371077,Adani Enterprises Ltd.
94,2024-05-23,3384.298583984375,3402.9819652494766,3132.7716580444,3153.9028195953592,6979082,Adani Enterprises Ltd.
95,2024-05-24,3381.950439453125,3454.785986801078,3352.6265937753806,3402.9818351640542,3473668,Adani Enterprises Ltd.
96,2024-05-27,3286.135498046875,3355.0243500773345,3264.15499307317,3355.0243500773345,2582485,Adani Enterprises Ltd.
97,2024-05-28,3241.175537109375,3326.549772160255,3226.1888284196607,3306.7172634244816,1621168,Adani Enterprises Ltd.
98,2024-05-29,3255.912353515625,3319.955406723236,3209.15377525323,3247.1201026067865,1910729,Adani Enterprises Ltd.
99,2024-05-30,3191.419677734375,3271.398796786946,3171.6871775746336,3251.1167351796685,1990208,Adani Enterprises Ltd.
100,2024-05-31,3408.3271484375,3431.4065321443572,3222.391962364264,3222.391962364264,6384589,Adani Enterprises Ltd.
101,2024-06-03,3642.02001953125,3740.582510241281,3582.8725242090522,3721.699354709254,8511359,Adani Enterprises Ltd.
102,2024-06-04,2938.643798828125,3516.8809764130897,2731.52743572212,3516.8809764130897,20306909,Adani Enterprises Ltd.
103,2024-06-05,3112.589599609375,3147.208798826752,2747.563237070974,3027.3151303000186,8778345,Adani Enterprises Ltd.
104,2024-06-06,3182.826904296875,3219.5443378876953,3134.369883095384,3181.178464031896,5873271,Adani Enterprises Ltd.
105,2024-06-07,3216.697021484375,3230.884389267777,3148.80728464859,3167.5904297544666,4740455,Adani Enterprises Ltd.
106,2024-06-10,3217.24658203125,3281.4894069691163,3202.6594223600086,3264.1049236780996,4935698,Adani Enterprises Ltd.
107,2024-06-11,3218.3955078125,3262.1067390012613,3192.2187735768866,3221.1430709157935,4173692,Adani Enterprises Ltd.
108,2024-06-12,3216.197509765625,3242.1244655667338,3205.157252862275,3222.042179473788,3022477,Adani Enterprises Ltd.
109,2024-06-13,3221.942626953125,3251.1167047133267,3204.4081288235457,3227.1379705667014,3202978,Adani Enterprises Ltd.
110,2024-06-14,3260.1337890625,3273.3772236313907,3219.5040289175013,3223.401998843125,4224855,Adani Enterprises Ltd.
111,2024-06-18,3307.410400390625,3343.3425382080936,3285.5711295511205,3308.3598808576353,1755612,Adani Enterprises Ltd.
112,2024-06-19,3260.28369140625,3312.357974429863,3224.7014769581465,3312.357974429863,1419264,Adani Enterprises Ltd.
113,2024-06-20,3257.8349609375,3313.3574858619845,3238.394646815333,3262.282707250336,1366545,Adani Enterprises Ltd.
114,2024-06-21,3187.7197265625,3275.476269803204,3174.8259721981535,3263.432191865297,4697655,Adani Enterprises Ltd.
115,2024-06-24,3193.01708984375,3213.207031412063,3133.446525593038,3184.171377642112,3261647,Adani Enterprises Ltd.
116,2024-06-25,3169.52880859375,3206.860155151377,3154.7861172604457,3203.1620373157666,1694962,Adani Enterprises Ltd.
117,2024-06-26,3168.928955078125,3186.1203833369123,3162.332127899688,3167.4797223854885,2142889,Adani Enterprises Ltd.
118,2024-06-27,3173.57666015625,3200.663330094682,3148.4392192359273,3175.4258411150927,5114980,Adani Enterprises Ltd.
119,2024-06-28,3175.57568359375,3210.3584896442126,3155.435765152257,3188.4194142653464,960905,Adani Enterprises Ltd.
120,2024-07-01,3182.222412109375,3191.567632585238,3155.9854195103526,3178.374222253659,832170,Adani Enterprises Ltd.
121,2024-07-02,3151.637451171875,3206.2104929312873,3129.4985247329037,3178.2743917528737,1490844,Adani Enterprises Ltd.
122,2024-07-03,3189.368896484375,3192.967210361073,3146.1903500622907,3156.435271383278,1152522,Adani Enterprises Ltd.
123,2024-07-04,3142.692138671875,3192.867217596758,3136.495259349938,3190.4184802864356,1055391,Adani Enterprises Ltd.
124,2024-07-05,3146.340087890625,3156.984957125745,3122.4020041481945,3142.342069928811,663988,Adani Enterprises Ltd.
125,2024-07-08,3112.057373046875,3156.635128255256,3073.4764009426262,3146.3401828888173,1155112,Adani Enterprises Ltd.
126,2024-07-09,3109.208740234375,3156.4353296343825,3098.9638187243204,3114.406115025787,922403,Adani Enterprises Ltd.
127,2024-07-10,3094.466064453125,3125.700581415063,3061.882118750566,3118.5542215420373,586710,Adani Enterprises Ltd.
128,2024-07-11,3076.774658203125,3128.249138398057,3072.5767882338755,3117.1545411753686,899781,Adani Enterprises Ltd.
129,2024-07-12,3063.93115234375,3097.2647264585803,3056.8348165006923,3088.469037676798,756036,Adani Enterprises Ltd.
130,2024-07-15,3088.86865234375,3101.9622590845297,3056.8347278869574,3064.580887870172,724171,Adani Enterprises Ltd.
131,2024-07-16,3107.759521484375,3136.1953769025367,3094.5661103328894,3108.459125859896,988357,Adani Enterprises Ltd.
132,2024-07-18,3090.667724609375,3109.4584577610735,3055.6350435506956,3104.4609353281567,1021653,Adani Enterprises Ltd.
133,2024-07-19,3004.210693359375,3092.966743728367,2998.513566387171,3090.4679824230443,1026941,Adani Enterprises Ltd.
134,2024-07-22,2999.36328125,3025.400179169175,2970.677305881804,3004.2107318326093,662085,Adani Enterprises Ltd.
135,2024-07-23,2993.865966796875,3036.494737041153,2884.919973927393,3018.503655649862,1443331,Adani Enterprises Ltd.
136,2024-07-24,2969.22802734375,3006.009842466137,2957.8337734290485,2993.865960161793,693702,Adani Enterprises Ltd.
137,2024-07-25,2972.026611328125,3016.1546371068916,2943.6407813214846,2959.2329050077997,1105721,Adani Enterprises Ltd.
138,2024-07-26,3078.9736328125,3107.459511252739,2986.619514003587,2993.515997491783,1942427,Adani Enterprises Ltd.
139,2024-07-29,3087.8193359375,3118.803975550434,3072.4768441987176,3092.766834426602,1037474,Adani Enterprises Ltd.
140,2024-07-30,3127.19970703125,3153.436700178536,3065.130379920667,3090.46791662505,1647048,Adani Enterprises Ltd.
141,2024-07-31,3167.82958984375,3195.9157650112134,3133.446731293246,3139.4437585301707,2414005,Adani Enterprises Ltd.
142,2024-08-01,3215.65576171875,3256.3855689423226,3150.138194791994,3178.4242201462816,6149883,Adani Enterprises Ltd.
143,2024-08-02,3159.333740234375,3213.4070323840665,3109.4585622851732,3198.4144645813417,3360209,Adani Enterprises Ltd.
144,2024-08-05,3036.694580078125,3131.497681289919,2994.815438350145,3083.4714403598,2238921,Adani Enterprises Ltd.
145,2024-08-06,3071.177490234375,3141.2428547041463,3055.735194202123,3082.4719401159036,2125201,Adani Enterprises Ltd.
146,2024-08-07,3184.371337890625,3188.419379951234,3110.458028341141,3116.4550553880713,1868169,Adani Enterprises Ltd.
147,2024-08-08,3165.98046875,3241.0431088886835,3154.985919454991,3188.9690718213833,2139376,Adani Enterprises Ltd.
148,2024-08-09,3185.970703125,3217.7049718501007,3169.4788784332154,3207.410026420388,760165,Adani Enterprises Ltd.
149,2024-08-12,3150.188232421875,3168.2793610464187,3012.5064908446197,3098.463875785774,10307245,Adani Enterprises Ltd.
150,2024-08-13,3090.667724609375,3176.5253064186822,3080.222951528508,3168.479246497756,2192588,Adani Enterprises Ltd.
151,2024-08-14,3038.59375,3084.171009117328,3026.2497717280007,3084.171009117328,1232383,Adani Enterprises Ltd.
152,2024-08-16,3107.259765625,3120.0534725527455,3037.8442240618383,3068.4789406332593,970067,Adani Enterprises Ltd.
153,2024-08-19,3101.0126953125,3132.7469627785026,3091.417354628305,3120.503032811305,557265,Adani Enterprises Ltd.
154,2024-08-20,3069.12841796875,3124.451090059919,3057.3344599974275,3117.404534478981,662263,Adani Enterprises Ltd.
155,2024-08-21,3114.15625,3151.737718354416,3066.8796364005398,3069.128521618086,1379240,Adani Enterprises Ltd.
156,2024-08-22,3097.514404296875,3148.439108695496,3089.46834443739,3129.1986474756904,1378912,Adani Enterprises Ltd.
157,2024-08-23,3074.82568359375,3121.452469658504,3066.0800194536564,3099.463371249126,1375224,Adani Enterprises Ltd.
158,2024-08-26,3067.479248046875,3088.468842119532,3053.4861853317702,3086.4698331602312,1632446,Adani Enterprises Ltd.
159,2024-08-27,3065.580322265625,3094.216028327826,3062.48176073535,3070.6776487584525,1310440,Adani Enterprises Ltd.
160,2024-08-28,3026.499755859375,3076.4749830036844,3020.602776664212,3076.4749830036844,1569652,Adani Enterprises Ltd.
161,2024-08-29,3018.6533203125,3040.4425665108183,2979.822718156764,3028.4985369265387,1853966,Adani Enterprises Ltd.
162,2024-08-30,3017.85400390625,3037.0444414655863,3001.811907908026,3028.4986292030135,3509174,Adani Enterprises Ltd.
163,2024-09-02,3040.642578125,3057.6341549662006,2996.11484697158,3019.6032031932396,1842658,Adani Enterprises Ltd.
164,2024-09-03,3034.595703125,3051.5372555573645,3022.301748999156,3035.4951595650837,1371577,Adani Enterprises Ltd.
165,2024-09-04,3010.857421875,3023.5010559556827,2953.735594356478,3008.5084887360676,1212270,Adani Enterprises Ltd.
166,2024-09-05,3013.85595703125,3036.394588031391,3000.5124745018047,3023.5010777374946,734273,Adani Enterprises Ltd.
167,2024-09-06,2973.9755859375,3023.5010822204463,2966.529326291003,3017.504055280505,1251165,Adani Enterprises Ltd.
168,2024-09-09,2962.68115234375,2971.0271124879523,2925.8495581011493,2970.627408297665,1523581,Adani Enterprises Ltd.
169,2024-09-10,2984.920166015625,3005.909760690181,2946.139586308837,2970.127694508329,803782,Adani Enterprises Ltd.
170,2024-09-11,2936.39453125,2991.467085382368,2926.5493138533857,2983.5210730370068,888628,Adani Enterprises Ltd.
171,2024-09-12,2989.51806640625,2998.513607227934,2915.704558833791,2948.5383804408016,1314173,Adani Enterprises Ltd.
172,2024-09-13,2966.87939453125,3000.4626006138096,2954.58543990349,2970.527488488992,815948,Adani Enterprises Ltd.
173,2024-09-16,2983.4208984375,3024.900335382082,2970.5273879348774,2970.5273879348774,695162,Adani Enterprises Ltd.
174,2024-09-17,2973.725830078125,2994.415525053723,2951.0371260417023,2988.5685699626088,698700,Adani Enterprises Ltd.
175,2024-09-18,2954.835205078125,2983.2710593273355,2933.5457104031257,2974.52539494368,831891,Adani Enterprises Ltd.
176,2024-09-19,2941.691650390625,2973.7758433081917,2888.9180065922624,2973.5759912067674,1655401,Adani Enterprises Ltd.
177,2024-09-20,3007.00927734375,3023.501101533935,2940.5922523635713,2946.6890833796665,1787210,Adani Enterprises Ltd.
178,2024-09-23,3042.441650390625,3068.478791217755,3013.7559202668845,3018.503566605088,897314,Adani Enterprises Ltd.
179,2024-09-24,3092.366943359375,3099.463523074245,3038.743623355844,3053.48631505702,1021918,Adani Enterprises Ltd.
180,2024-09-25,3103.5615234375,3122.352012839212,3078.6737149526157,3106.459988882328,913008,Adani Enterprises Ltd.
181,2024-09-26,3121.1025390625,3146.440075012662,3083.471293333565,3083.471293333565,1548019,Adani Enterprises Ltd.
182,2024-09-27,3128.7490234375,3177.42484437917,3114.4560601086796,3120.45308718206,2297441,Adani Enterprises Ltd.
183,2024-09-30,3134.29638671875,3208.309502155208,3118.8538464716057,3127.4496830613584,1607429,Adani Enterprises Ltd.
184,2024-10-01,3184.521484375,3190.4184635010506,3105.46057835143,3134.7461099187017,1367116,Adani Enterprises Ltd.
185,2024-10-03,3114.4560546875,3194.766339713251,3082.5719584107246,3148.439208044167,1309703,Adani Enterprises Ltd.
186,2024-10-04,3109.108642578125,3147.9394908510344,3068.4788813820214,3118.354059403136,987583,Adani Enterprises Ltd.
187,2024-10-07,3016.504638671875,3126.9498880334527,2978.973195175389,3109.1086347594887,1743454,Adani Enterprises Ltd.
188,2024-10-08,3159.1337890625,3168.4292296126123,2993.3661160007096,3017.0042995538392,1776511,Adani Enterprises Ltd.
189,2024-10-09,3152.187255859375,3178.374224448554,3132.84674655088,3173.4267260732513,897335,Adani Enterprises Ltd.
190,2024-10-10,3172.627197265625,3209.4090123903175,3054.5858599143253,3138.4441914997187,2905725,Adani Enterprises Ltd.
191,2024-10-11,3135.6455078125,3188.4193948764555,3114.4560609514215,3172.627174775017,1035260,Adani Enterprises Ltd.
192,2024-10-14,3099.5634765625,3148.5391966517514,3091.3175645066567,3143.4416261366423,437728,Adani Enterprises Ltd.
193,2024-10-15,3103.16162109375,3126.4501251135207,3089.968210290425,3122.4521070507158,371613,Adani Enterprises Ltd.
194,2024-10-16,3084.370849609375,3113.8562324613495,3059.483285081163,3096.4649517090634,543476,Adani Enterprises Ltd.
195,2024-10-17,3012.256591796875,3098.4638522008504,2991.5168740764984,3088.41878348898,2655289,Adani Enterprises Ltd.
196,2024-10-18,3000.512451171875,3030.197685445828,2966.6293468827566,2988.5183974030333,796339,Adani Enterprises Ltd.
197,2024-10-21,2936.1943359375,3013.456083620827,2915.5046413157716,3003.66089058639,1051690,Adani Enterprises Ltd.
198,2024-10-22,2822.40087890625,2953.5358215710576,2816.603703955073,2936.544244932578,1209732,Adani Enterprises Ltd.
199,2024-10-23,2834.14501953125,2877.5734410339983,2818.7027238878113,2839.44244215855,1270530,Adani Enterprises Ltd.
200,2024-10-24,2828.797607421875,2873.725286215764,2806.508608107791,2839.642328932659,942066,Adani Enterprises Ltd.
201,2024-10-25,2692.115478515625,2845.5894508079905,2653.3846772445295,2843.5904417101274,1954174,Adani Enterprises Ltd.
202,2024-10-28,2797.26318359375,2821.0014155729323,2670.776083779347,2699.761714406559,1385033,Adani Enterprises Ltd.
203,2024-10-29,2847.188720703125,2861.631512453755,2731.4960705861286,2801.6112162241147,1529844,Adani Enterprises Ltd.
204,2024-10-30,2967.828857421875,2995.664912242695,2813.6552832699476,2862.5809813362703,2884272,Adani Enterprises Ltd.
205,2024-10-31,2945.78955078125,2975.025056544369,2932.3962884839534,2966.4292204899184,1156390,Adani Enterprises Ltd.
206,2024-11-01,2948.03857421875,2974.125739732058,2926.948931292692,2958.533371651975,304673,Adani Enterprises Ltd.
207,2024-11-04,2895.96435546875,2941.541860082998,2856.3340980809335,2933.5458237660887,1059384,Adani Enterprises Ltd.
208,2024-11-05,2914.10546875,2922.5512331883533,2868.577988799786,2895.9643151964915,752303,Adani Enterprises Ltd.
209,2024-11-06,3044.74072265625,3068.4789556191013,2916.5542646568524,2916.5542646568524,1676755,Adani Enterprises Ltd.
210,2024-11-07,2968.62841796875,3043.4912075347315,2941.591772395094,3043.4912075347315,1285585,Adani Enterprises Ltd.
211,2024-11-08,2927.648681640625,2993.5159295272033,2909.80742899368,2963.6308430639906,835641,Adani Enterprises Ltd.
212,2024-11-11,2902.211181640625,2945.339947789499,2886.569033619628,2926.5492141406753,584144,Adani Enterprises Ltd.
213,2024-11-12,2868.577880859375,2928.9978783613506,2853.58531353781,2908.5580603835474,597231,Adani Enterprises Ltd.
214,2024-11-13,2815.30419921875,2887.5684213929494,2806.608559110904,2858.582791687032,890146,Adani Enterprises Ltd.
215,2024-11-14,2825.3994140625,2843.390495346869,2799.612148750973,2822.6007526143335,646797,Adani Enterprises Ltd.
216,2024-11-18,2817.30322265625,2857.233377738805,2791.9159065290223,2825.3993065339596,489692,Adani Enterprises Ltd.
217,2024-11-19,2820.10205078125,2893.3657821378197,2808.407896503793,2829.5973438815236,536296,Adani Enterprises Ltd.
218,2024-11-21,2182.56787109375,2538.0918116290777,2153.982189234129,2538.0918116290777,21796668,Adani Enterprises Ltd.
219,2024-11-22,2226.89599609375,2288.565374111626,2023.9965853186013,2099.95892629846,20939196,Adani Enterprises Ltd.
220,2024-11-25,2256.38134765625,2332.4935156625766,2236.89101043397,2313.852854850152,7466733,Adani Enterprises Ltd.
221,2024-11-26,2149.434326171875,2291.7138826639757,2134.941511603406,2264.4773863197843,7723187,Adani Enterprises Ltd.
222,2024-11-27,2396.612060546875,2416.8020036677094,2141.0885757406795,2178.9199205937166,17502156,Adani Enterprises Ltd.
223,2024-11-28,2435.892578125,2525.048333047681,2398.810862599453,2438.791043642777,14445549,Adani Enterprises Ltd.
224,2024-11-29,2461.929443359375,2518.7513725260087,2398.8108309771515,2462.829143832785,8191680,Adani Enterprises Ltd.
225,2024-12-02,2455.83251953125,2506.7572237374575,2425.3976570661184,2490.115571833662,3807565,Adani Enterprises Ltd.
226,2024-12-03,2512.9541015625,2556.732446359608,2460.8300408131836,2462.779025734978,4070042,Adani Enterprises Ltd.
227,2024-12-04,2493.513916015625,2528.796474584203,2468.8762270597913,2526.7474415021547,2344949,Adani Enterprises Ltd.
228,2024-12-05,2521.300048828125,2536.892172143549,2469.0259162592497,2503.758696581083,3333144,Adani Enterprises Ltd.
229,2024-12-06,2505.157958984375,2533.743885038827,2501.259989076791,2518.7513176717334,1240437,Adani Enterprises Ltd.
230,2024-12-09,2494.613525390625,2524.748489924975,2481.9196224068614,2506.6573599862927,958369,Adani Enterprises Ltd.
